Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend,Child_or_adult
OCT,1,4073,U.S. Virgin Islands ,0.0002,2-4 years,"2023-24, U.S. Virgin Islands : 2-4 years",Child
OCT,1,5080,Marshall Islands,0.0002,2-4 years,"2023-24, Marshall Islands: 2-4 years",Child
OCT,1,5092,N. Mariana Islands,0.0002,13-17 years,"2023-24, N. Mariana Islands: 13-17 years",Child
OCT,1,5553,U.S. Virgin Islands ,0.0002,5-8 years,"2023-24, U.S. Virgin Islands : 5-8 years",Child
OCT,1,9444,Guam,0.0001,2-4 years,"2023-24, Guam: 2-4 years",Child
OCT,1,12460,Guam,0.0001,5-8 years,"2023-24, Guam: 5-8 years",Child
OCT,2,6738,Marshall Islands,0.0003,5-8 years,"2023-24, Marshall Islands: 5-8 years",Child
OCT,2,8151,Marshall Islands,0.0002,13-17 years,"2023-24, Marshall Islands: 13-17 years",Child
OCT,2,15392.5,N. Mariana Islands,0.0001,6 months to 17 years,"2023-24, N. Mariana Islands: 6 months to 17 years",Child
OCT,2,52373,Guam,0,6 months to 17 years,"2023-24, Guam: 6 months to 17 years",Child
OCT,3,24141,U.S. Virgin Islands ,0.0001,6 months to 17 years,"2023-24, U.S. Virgin Islands : 6 months to 17 years",Child
OCT,4,6780,Marshall Islands,0.0006,9-12 years,"2023-24, Marshall Islands: 9-12 years",Child
OCT,5,36097,Marshall Islands,0.0001,18-49 years,"2023-24, Marshall Islands: 18-49 years",Adult
OCT,6,47529,Marshall Islands,0.0001,18+ years,"2023-24, Marshall Islands: 18+ years",Adult
OCT,8,37396.5,Puerto Rico,0.0002,6-23 months,"2023-24, Puerto Rico: 6-23 months",Child
OCT,10,29342,Marshall Islands,0.0003,6 months to 17 years,"2023-24, Marshall Islands: 6 months to 17 years",Child
OCT,15,70741,Guam,0.0002,18-49 years,"2023-24, Guam: 18-49 years",Adult
OCT,16,38581,U.S. Virgin Islands ,0.0004,18-49 years,"2023-24, U.S. Virgin Islands : 18-49 years",Adult
OCT,16,76871,Marshall Islands,0.0002,Overall,"2023-24, Marshall Islands: Overall",All
OCT,17,26572.5,West Virginia,0.0006,6-23 months,"2023-24, West Virginia: 6-23 months",Child
OCT,19,22448,U.S. Virgin Islands ,0.0008,50-64 years,"2023-24, U.S. Virgin Islands : 50-64 years",Adult
OCT,21,74811,Puerto Rico,0.0003,2-4 years,"2023-24, Puerto Rico: 2-4 years",Child
OCT,24,53615.5,Mississippi,0.0004,6-23 months,"2023-24, Mississippi: 6-23 months",Child
OCT,28,9510.5,Wyoming,0.0029,6-23 months,"2023-24, Wyoming: 6-23 months",Child
OCT,29,12020,N. Mariana Islands,0.0024,50-64 years,"2023-24, N. Mariana Islands: 50-64 years",Adult
OCT,32,27742,Guam,0.0012,50-64 years,"2023-24, Guam: 50-64 years",Adult
OCT,38,110338,Mississippi,0.0003,2-4 years,"2023-24, Mississippi: 2-4 years",Child
OCT,41,3754,N. Mariana Islands,0.0109,65+ years,"2023-24, N. Mariana Islands: 65+ years",Adult
OCT,41,118083,Puerto Rico,0.0003,5-8 years,"2023-24, Puerto Rico: 5-8 years",Child
OCT,43,20301,N. Mariana Islands,0.0021,18-49 years,"2023-24, N. Mariana Islands: 18-49 years",Adult
OCT,45,55856,West Virginia,0.0008,2-4 years,"2023-24, West Virginia: 2-4 years",Child
OCT,51,20478,U.S. Virgin Islands ,0.0025,65+ years,"2023-24, U.S. Virgin Islands : 65+ years",Adult
OCT,54,136345,Puerto Rico,0.0004,9-12 years,"2023-24, Puerto Rico: 9-12 years",Child
OCT,54,8832618,New Jersey,6.1137e-06,Overall,"2023-24, New Jersey: Overall",All
OCT,57,16061,Guam,0.0035,65+ years,"2023-24, Guam: 65+ years",Adult
OCT,58,85458,Alabama,0.0007,6-23 months,"2023-24, Alabama: 6-23 months",Child
OCT,65,86184,Louisiana,0.0008,6-23 months,"2023-24, Louisiana: 6-23 months",Child
OCT,74,15908.5,Delaware,0.0047,6-23 months,"2023-24, Delaware: 6-23 months",Child
OCT,79,21113,Wyoming,0.0037,2-4 years,"2023-24, Wyoming: 2-4 years",Child
OCT,86,81507,U.S. Virgin Islands ,0.0011,18+ years,"2023-24, U.S. Virgin Islands : 18+ years",Adult
OCT,89,105648,U.S. Virgin Islands ,0.0008,Overall,"2023-24, U.S. Virgin Islands : Overall",All
OCT,90,149649,Mississippi,0.0006,5-8 years,"2023-24, Mississippi: 5-8 years",Child
OCT,101,54432.5,Arkansas,0.0019,6-23 months,"2023-24, Arkansas: 6-23 months",Child
OCT,104,114544,Guam,0.0009,18+ years,"2023-24, Guam: 18+ years",Adult
OCT,106,166917,Guam,0.0006,Overall,"2023-24, Guam: Overall",All
OCT,113,36075,N. Mariana Islands,0.0031,18+ years,"2023-24, N. Mariana Islands: 18+ years",Adult
OCT,115,51467.5,N. Mariana Islands,0.0022,Overall,"2023-24, N. Mariana Islands: Overall",All
OCT,134,79949,West Virginia,0.0017,5-8 years,"2023-24, West Virginia: 5-8 years",Child
OCT,135,33304,Delaware,0.0041,2-4 years,"2023-24, Delaware: 2-4 years",Child
OCT,141,181154,Louisiana,0.0008,2-4 years,"2023-24, Louisiana: 2-4 years",Child
OCT,146,54115,Nevada,0.0027,6-23 months,"2023-24, Nevada: 6-23 months",Child
OCT,146,178339,Alabama,0.0008,2-4 years,"2023-24, Alabama: 2-4 years",Child
OCT,150,17119.5,Montana,0.0088,6-23 months,"2023-24, Montana: 6-23 months",Child
OCT,154,29524,Wyoming,0.0052,5-8 years,"2023-24, Wyoming: 5-8 years",Child
OCT,169,24550,Hawaii,0.0069,6-23 months,"2023-24, Hawaii: 6-23 months",Child
OCT,170,187055,Puerto Rico,0.0009,13-17 years,"2023-24, Puerto Rico: 13-17 years",Child
OCT,172,17706,South Dakota,0.0097,6-23 months,"2023-24, South Dakota: 6-23 months",Child
OCT,175,15564.5,North Dakota,0.0112,6-23 months,"2023-24, North Dakota: 6-23 months",Child
OCT,177,113842,Arkansas,0.0016,2-4 years,"2023-24, Arkansas: 2-4 years",Child
OCT,197,31095,Wyoming,0.0063,9-12 years,"2023-24, Wyoming: 9-12 years",Child
OCT,200,332603,Florida,0.0006,6-23 months,"2023-24, Florida: 6-23 months",Child
OCT,201,14422,Alaska,0.0139,6-23 months,"2023-24, Alaska: 6-23 months",Child
OCT,205,34451,New Mexico,0.006,6-23 months,"2023-24, New Mexico: 6-23 months",Child
OCT,207,73805.5,Oklahoma,0.0028,6-23 months,"2023-24, Oklahoma: 6-23 months",Child
OCT,218,80919,West Virginia,0.0027,9-12 years,"2023-24, West Virginia: 9-12 years",Child
OCT,219,157912,Mississippi,0.0014,9-12 years,"2023-24, Mississippi: 9-12 years",Child
OCT,227,32606.5,Idaho,0.007,6-23 months,"2023-24, Idaho: 6-23 months",Child
OCT,257,36853,South Dakota,0.007,2-4 years,"2023-24, South Dakota: 2-4 years",Child
OCT,294,242051,Louisiana,0.0012,5-8 years,"2023-24, Louisiana: 5-8 years",Child
OCT,294,553690.5,Puerto Rico,0.0005,6 months to 17 years,"2023-24, Puerto Rico: 6 months to 17 years",Child
OCT,298,32285,North Dakota,0.0092,2-4 years,"2023-24, North Dakota: 2-4 years",Child
OCT,301,30474,Alaska,0.0099,2-4 years,"2023-24, Alaska: 2-4 years",Child
OCT,331,51368,Hawaii,0.0064,2-4 years,"2023-24, Hawaii: 2-4 years",Child
OCT,335,112689,Nevada,0.003,2-4 years,"2023-24, Nevada: 2-4 years",Child
OCT,341,155373,Oklahoma,0.0022,2-4 years,"2023-24, Oklahoma: 2-4 years",Child
OCT,349,38687,Wyoming,0.009,13-17 years,"2023-24, Wyoming: 13-17 years",Child
OCT,351,37112,Montana,0.0095,2-4 years,"2023-24, Montana: 2-4 years",Child
OCT,367,70468,Idaho,0.0052,2-4 years,"2023-24, Idaho: 2-4 years",Child
OCT,375,154434,Arkansas,0.0024,5-8 years,"2023-24, Arkansas: 5-8 years",Child
OCT,387,239102,Alabama,0.0016,5-8 years,"2023-24, Alabama: 5-8 years",Child
OCT,394,241497,Louisiana,0.0016,9-12 years,"2023-24, Louisiana: 9-12 years",Child
OCT,397,45161,Delaware,0.0088,5-8 years,"2023-24, Delaware: 5-8 years",Child
OCT,448,30010.5,Philadelphia,0.0149,6-23 months,"2023-24, Philadelphia: 6-23 months",Child
OCT,471,41226,Alaska,0.0114,5-8 years,"2023-24, Alaska: 5-8 years",Child
OCT,482,79533.5,Kentucky,0.0061,6-23 months,"2023-24, Kentucky: 6-23 months",Child
OCT,497,120410.5,Tennessee,0.0041,6-23 months,"2023-24, Tennessee: 6-23 months",Child
OCT,506,121631,Indiana,0.0042,6-23 months,"2023-24, Indiana: 6-23 months",Child
OCT,514,49273,South Dakota,0.0104,5-8 years,"2023-24, South Dakota: 5-8 years",Child
OCT,519,72986,New Mexico,0.0071,2-4 years,"2023-24, New Mexico: 2-4 years",Child
OCT,525,59557,Philadelphia,0.0088,2-4 years,"2023-24, Philadelphia: 2-4 years",Child
OCT,526,203909,Mississippi,0.0026,13-17 years,"2023-24, Mississippi: 13-17 years",Child
OCT,527,73520,Philadelphia,0.0072,9-12 years,"2023-24, Philadelphia: 9-12 years",Child
OCT,540,8232,Vermont,0.0656,6-23 months,"2023-24, Vermont: 6-23 months",Child
OCT,541,104247,West Virginia,0.0052,13-17 years,"2023-24, West Virginia: 13-17 years",Child
OCT,542,46331,Delaware,0.0117,9-12 years,"2023-24, Delaware: 9-12 years",Child
OCT,548,18790,Maine,0.0292,6-23 months,"2023-24, Maine: 6-23 months",Child
OCT,551,40264,Alaska,0.0137,9-12 years,"2023-24, Alaska: 9-12 years",Child
OCT,569,42112,North Dakota,0.0135,5-8 years,"2023-24, North Dakota: 5-8 years",Child
OCT,578,51927,Montana,0.0111,5-8 years,"2023-24, Montana: 5-8 years",Child
OCT,582,157739,Arkansas,0.0037,9-12 years,"2023-24, Arkansas: 9-12 years",Child
OCT,589,13527.5,District of Columbia,0.0435,6-23 months,"2023-24, District of Columbia: 6-23 months",Child
OCT,590,39611,North Dakota,0.0149,9-12 years,"2023-24, North Dakota: 9-12 years",Child
OCT,595,48907,South Dakota,0.0122,9-12 years,"2023-24, South Dakota: 9-12 years",Child
OCT,619,99629,Idaho,0.0062,5-8 years,"2023-24, Idaho: 5-8 years",Child
OCT,633,245322,Alabama,0.0026,9-12 years,"2023-24, Alabama: 9-12 years",Child
OCT,647,78981,Philadelphia,0.0082,5-8 years,"2023-24, Philadelphia: 5-8 years",Child
OCT,662,52303,Montana,0.0127,9-12 years,"2023-24, Montana: 9-12 years",Child
OCT,678,123698.5,Arizona,0.0055,6-23 months,"2023-24, Arizona: 6-23 months",Child
OCT,689,215130,Oklahoma,0.0032,5-8 years,"2023-24, Oklahoma: 5-8 years",Child
OCT,696,164299,Kentucky,0.0042,2-4 years,"2023-24, Kentucky: 2-4 years",Child
OCT,728,301827,Louisiana,0.0024,13-17 years,"2023-24, Louisiana: 13-17 years",Child
OCT,734,70041,Hawaii,0.0105,5-8 years,"2023-24, Hawaii: 5-8 years",Child
OCT,736,55916,Iowa,0.0132,6-23 months,"2023-24, Iowa: 6-23 months",Child
OCT,751,47492,Alaska,0.0158,13-17 years,"2023-24, Alaska: 13-17 years",Child
OCT,755,59835,South Dakota,0.0126,13-17 years,"2023-24, South Dakota: 13-17 years",Child
OCT,775,71006.5,Utah,0.0109,6-23 months,"2023-24, Utah: 6-23 months",Child
OCT,785,38454,Maine,0.0204,2-4 years,"2023-24, Maine: 2-4 years",Child
OCT,796,65539,Montana,0.0121,13-17 years,"2023-24, Montana: 13-17 years",Child
OCT,796,155213,Nevada,0.0051,5-8 years,"2023-24, Nevada: 5-8 years",Child
OCT,807,129929.5,Wyoming,0.0062,6 months to 17 years,"2023-24, Wyoming: 6 months to 17 years",Child
OCT,807,247042,Tennessee,0.0033,2-4 years,"2023-24, Tennessee: 2-4 years",Child
OCT,815,46827,North Dakota,0.0174,13-17 years,"2023-24, North Dakota: 13-17 years",Child
OCT,817,17361,Vermont,0.0471,2-4 years,"2023-24, Vermont: 2-4 years",Child
OCT,871,692623,Florida,0.0013,2-4 years,"2023-24, Florida: 2-4 years",Child
OCT,887,104275,Idaho,0.0085,9-12 years,"2023-24, Idaho: 9-12 years",Child
OCT,888,188755.5,Georgia,0.0047,6-23 months,"2023-24, Georgia: 6-23 months",Child
OCT,897,675423.5,Mississippi,0.0013,6 months to 17 years,"2023-24, Mississippi: 6 months to 17 years",Child
OCT,909,95451.5,Wisconsin,0.0095,6-23 months,"2023-24, Wisconsin: 6-23 months",Child
OCT,928,65309,Hawaii,0.0142,9-12 years,"2023-24, Hawaii: 9-12 years",Child
OCT,955,52209,Connecticut,0.0183,6-23 months,"2023-24, Connecticut: 6-23 months",Child
OCT,955,347543.5,West Virginia,0.0027,6 months to 17 years,"2023-24, West Virginia: 6 months to 17 years",Child
OCT,960,86470,Philadelphia,0.0111,13-17 years,"2023-24, Philadelphia: 13-17 years",Child
OCT,980,253562,Indiana,0.0039,2-4 years,"2023-24, Indiana: 2-4 years",Child
OCT,1029,216150,Oklahoma,0.0048,9-12 years,"2023-24, Oklahoma: 9-12 years",Child
OCT,1076,108572.5,Missouri,0.0099,6-23 months,"2023-24, Missouri: 6-23 months",Child
OCT,1093,25620,Vermont,0.0427,9-12 years,"2023-24, Vermont: 9-12 years",Child
OCT,1119,104306,New Mexico,0.0107,5-8 years,"2023-24, New Mexico: 5-8 years",Child
OCT,1125,24859,Vermont,0.0453,5-8 years,"2023-24, Vermont: 5-8 years",Child
OCT,1139,26160,District of Columbia,0.0435,2-4 years,"2023-24, District of Columbia: 2-4 years",Child
OCT,1140,118179,Iowa,0.0096,2-4 years,"2023-24, Iowa: 2-4 years",Child
OCT,1159,260352,Arizona,0.0045,2-4 years,"2023-24, Arizona: 2-4 years",Child
OCT,1190,222571,Kentucky,0.0053,5-8 years,"2023-24, Kentucky: 5-8 years",Child
OCT,1199,58703,Delaware,0.0204,13-17 years,"2023-24, Delaware: 13-17 years",Child
OCT,1209,201249,Arkansas,0.006,13-17 years,"2023-24, Arkansas: 13-17 years",Child
OCT,1219,159658,Nevada,0.0076,9-12 years,"2023-24, Nevada: 9-12 years",Child
OCT,1226,26358,District of Columbia,0.0465,9-12 years,"2023-24, District of Columbia: 9-12 years",Child
OCT,1295,53773,Maine,0.0241,5-8 years,"2023-24, Maine: 5-8 years",Child
OCT,1301,55949,Maine,0.0233,9-12 years,"2023-24, Maine: 9-12 years",Child
OCT,1313,26925,District of Columbia,0.0488,13-17 years,"2023-24, District of Columbia: 13-17 years",Child
OCT,1317,147011,Utah,0.009,2-4 years,"2023-24, Utah: 2-4 years",Child
OCT,1351,171599,Pennsylvania (excluding Philadelphia County),0.0079,6-23 months,"2023-24, Pennsylvania (excluding Philadelphia County): 6-23 months",Child
OCT,1358,34429,Vermont,0.0394,13-17 years,"2023-24, Vermont: 13-17 years",Child
OCT,1372,174496,New York (excluding New York City),0.0079,6-23 months,"2023-24, New York (excluding New York City): 6-23 months",Child
OCT,1407,32005,District of Columbia,0.044,5-8 years,"2023-24, District of Columbia: 5-8 years",Child
OCT,1416,310939,Alabama,0.0046,13-17 years,"2023-24, Alabama: 13-17 years",Child
OCT,1491,396292,Georgia,0.0038,2-4 years,"2023-24, Georgia: 2-4 years",Child
OCT,1502,199448,Wisconsin,0.0075,2-4 years,"2023-24, Wisconsin: 2-4 years",Child
OCT,1570,109896,New Mexico,0.0143,9-12 years,"2023-24, New Mexico: 9-12 years",Child
OCT,1600,178554.5,North Carolina,0.009,6-23 months,"2023-24, North Carolina: 6-23 months",Child
OCT,1622,1052713,Louisiana,0.0015,6 months to 17 years,"2023-24, Louisiana: 6 months to 17 years",Child
OCT,1646,333492,Tennessee,0.0049,5-8 years,"2023-24, Tennessee: 5-8 years",Child
OCT,1649,133291,Idaho,0.0124,13-17 years,"2023-24, Idaho: 13-17 years",Child
OCT,1662,200231,Ohio,0.0083,6-23 months,"2023-24, Ohio: 6-23 months",Child
OCT,1672,223108,Kentucky,0.0075,9-12 years,"2023-24, Kentucky: 9-12 years",Child
OCT,1708,110266,Connecticut,0.0155,2-4 years,"2023-24, Connecticut: 2-4 years",Child
OCT,1820,223181,Missouri,0.0082,2-4 years,"2023-24, Missouri: 2-4 years",Child
OCT,1821,151155,New Jersey,0.012,6-23 months,"2023-24, New Jersey: 6-23 months",Child
OCT,1846,161075,Iowa,0.0115,5-8 years,"2023-24, Iowa: 5-8 years",Child
OCT,1875,75066,Maine,0.025,13-17 years,"2023-24, Maine: 13-17 years",Child
OCT,1975,76428,Hawaii,0.0258,13-17 years,"2023-24, Hawaii: 13-17 years",Child
OCT,1984,268724,Oklahoma,0.0074,13-17 years,"2023-24, Oklahoma: 13-17 years",Child
OCT,2059,339143,Tennessee,0.0061,9-12 years,"2023-24, Tennessee: 9-12 years",Child
OCT,2081,378031,Maryland,0.0055,13-17 years,"2023-24, Maryland: 13-17 years",Child
OCT,2149,176399.5,North Dakota,0.0122,6 months to 17 years,"2023-24, North Dakota: 6 months to 17 years",Child
OCT,2229,163445,Iowa,0.0136,9-12 years,"2023-24, Iowa: 9-12 years",Child
OCT,2275,173878,Alaska,0.0131,6 months to 17 years,"2023-24, Alaska: 6 months to 17 years",Child
OCT,2285,366688,Arizona,0.0062,5-8 years,"2023-24, Arizona: 5-8 years",Child
OCT,2293,212574,South Dakota,0.0108,6 months to 17 years,"2023-24, South Dakota: 6 months to 17 years",Child
OCT,2305,198053,Nevada,0.0116,13-17 years,"2023-24, Nevada: 13-17 years",Child
OCT,2311,205956,Utah,0.0112,5-8 years,"2023-24, Utah: 5-8 years",Child
OCT,2347,199407.5,Delaware,0.0118,6 months to 17 years,"2023-24, Delaware: 6 months to 17 years",Child
OCT,2368,153657,Connecticut,0.0154,5-8 years,"2023-24, Connecticut: 5-8 years",Child
OCT,2444,681696.5,Arkansas,0.0036,6 months to 17 years,"2023-24, Arkansas: 6 months to 17 years",Child
OCT,2454,313043,New Jersey,0.0078,2-4 years,"2023-24, New Jersey: 2-4 years",Child
OCT,2468,365488,New York (excluding New York City),0.0068,2-4 years,"2023-24, New York (excluding New York City): 2-4 years",Child
OCT,2504,941363,Florida,0.0027,5-8 years,"2023-24, Florida: 5-8 years",Child
OCT,2537,224000.5,Montana,0.0113,6 months to 17 years,"2023-24, Montana: 6 months to 17 years",Child
OCT,2591,347351,Indiana,0.0075,5-8 years,"2023-24, Indiana: 5-8 years",Child
OCT,2629,155850,New York City,0.0169,6-23 months,"2023-24, New York City: 6-23 months",Child
OCT,2639,1059160,Alabama,0.0025,6 months to 17 years,"2023-24, Alabama: 6 months to 17 years",Child
OCT,2662,163419,Connecticut,0.0163,9-12 years,"2023-24, Connecticut: 9-12 years",Child
OCT,2691,547437,Georgia,0.0049,5-8 years,"2023-24, Georgia: 5-8 years",Child
OCT,2760,361410,Pennsylvania (excluding Philadelphia County),0.0076,2-4 years,"2023-24, Pennsylvania (excluding Philadelphia County): 2-4 years",Child
OCT,2794,417969,Ohio,0.0067,2-4 years,"2023-24, Ohio: 2-4 years",Child
OCT,2807,275092,Wisconsin,0.0102,5-8 years,"2023-24, Wisconsin: 5-8 years",Child
OCT,2829,369112,North Carolina,0.0077,2-4 years,"2023-24, North Carolina: 2-4 years",Child
OCT,2839,94603,Colorado,0.03,6-23 months,"2023-24, Colorado: 6-23 months",Child
OCT,2985,302877,Missouri,0.0099,5-8 years,"2023-24, Missouri: 5-8 years",Child
OCT,3011,139564,New Mexico,0.0216,13-17 years,"2023-24, New Mexico: 13-17 years",Child
OCT,3107,328538.5,Philadelphia,0.0095,6 months to 17 years,"2023-24, Philadelphia: 6 months to 17 years",Child
OCT,3118,213250,Utah,0.0146,9-12 years,"2023-24, Utah: 9-12 years",Child
OCT,3263,375524,Arizona,0.0087,9-12 years,"2023-24, Arizona: 9-12 years",Child
OCT,3286,286150,Kentucky,0.0115,13-17 years,"2023-24, Kentucky: 13-17 years",Child
OCT,3389,351878,Indiana,0.0096,9-12 years,"2023-24, Indiana: 9-12 years",Child
OCT,3441,236563,Wyoming,0.0145,18-49 years,"2023-24, Wyoming: 18-49 years",Adult
OCT,3465,569907,Georgia,0.0061,9-12 years,"2023-24, Georgia: 9-12 years",Child
OCT,3466,307961,Missouri,0.0113,9-12 years,"2023-24, Missouri: 9-12 years",Child
OCT,3574,302005,New York City,0.0118,2-4 years,"2023-24, New York City: 2-4 years",Child
OCT,3621,211177,Illinois,0.0171,6-23 months,"2023-24, Illinois: 6-23 months",Child
OCT,3686,163198.5,Michigan,0.0226,6-23 months,"2023-24, Michigan: 6-23 months",Child
OCT,3743,63424,Oregon,0.059,6-23 months,"2023-24, Oregon: 6-23 months",Child
OCT,3749,440269.5,Idaho,0.0085,6 months to 17 years,"2023-24, Idaho: 6 months to 17 years",Child
OCT,3792,286356,Wisconsin,0.0132,9-12 years,"2023-24, Wisconsin: 9-12 years",Child
OCT,3843,955019,Florida,0.004,9-12 years,"2023-24, Florida: 9-12 years",Child
OCT,3870,208457,Iowa,0.0186,13-17 years,"2023-24, Iowa: 13-17 years",Child
OCT,3942,105584.5,Maryland,0.0373,6-23 months,"2023-24, Maryland: 6-23 months",Child
OCT,3974,433368,Tennessee,0.0092,13-17 years,"2023-24, Tennessee: 13-17 years",Child
OCT,4088,1286583,Puerto Rico,0.0032,18-49 years,"2023-24, Puerto Rico: 18-49 years",Adult
OCT,4134,100594,Minnesota,0.0411,6-23 months,"2023-24, Minnesota: 6-23 months",Child
OCT,4137,287696,Hawaii,0.0144,6 months to 17 years,"2023-24, Hawaii: 6 months to 17 years",Child
OCT,4210,198442,Colorado,0.0212,2-4 years,"2023-24, Colorado: 2-4 years",Child
OCT,4250,929182.5,Oklahoma,0.0046,6 months to 17 years,"2023-24, Oklahoma: 6 months to 17 years",Child
OCT,4372,136613,Oregon,0.032,2-4 years,"2023-24, Oregon: 2-4 years",Child
OCT,4557,385957,New York City,0.0118,5-8 years,"2023-24, New York City: 5-8 years",Child
OCT,4560,360714,New York City,0.0126,9-12 years,"2023-24, New York City: 9-12 years",Child
OCT,4670,108898,Wyoming,0.0429,50-64 years,"2023-24, Wyoming: 50-64 years",Adult
OCT,4724,222285,Connecticut,0.0213,13-17 years,"2023-24, Connecticut: 13-17 years",Child
OCT,4801,679728,Nevada,0.0071,6 months to 17 years,"2023-24, Nevada: 6 months to 17 years",Child
OCT,4872,342016,Michigan,0.0142,2-4 years,"2023-24, Michigan: 2-4 years",Child
OCT,4933,110501,Vermont,0.0446,6 months to 17 years,"2023-24, Vermont: 6 months to 17 years",Child
OCT,5152,569627,Ohio,0.009,5-8 years,"2023-24, Ohio: 5-8 years",Child
OCT,5157,130262.5,Washington,0.0396,6-23 months,"2023-24, Washington: 6-23 months",Child
OCT,5200,504671,North Carolina,0.0103,5-8 years,"2023-24, North Carolina: 5-8 years",Child
OCT,5303,503705,New York (excluding New York City),0.0105,5-8 years,"2023-24, New York (excluding New York City): 5-8 years",Child
